ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY,BILL_AMT,PAY_AMT,DefaultNext
18602,130000,2,1,2,25,0,123945,6000,0
18603,4.00E+05,2,2,1,24,0,187790,5519,0
18604,20000,2,1,2,25,0,15810,1249,0
18605,60000,2,1,2,24,-1,6686,1049,0
18606,80000,2,1,2,24,0,47952,1732,0
18607,50000,2,1,1,24,0,14345,2836,1
18608,20000,2,1,2,25,0,14785,3000,0
18609,1.00E+05,2,2,1,25,0,99203,3485,0
18610,80000,2,1,2,25,3,45031,3100,1
18611,140000,2,1,2,25,-1,2555,2000,1
18612,110000,2,1,2,25,0,103135,4800,0
18613,350000,2,1,2,27,0,83415,4000,0
18614,60000,2,1,2,27,1,-215,0,0
18615,50000,2,1,2,24,2,43878,2068,1
18616,210000,2,2,2,26,0,107948,5407,0
18617,50000,2,3,2,25,0,33831,2000,0
18618,80000,2,5,1,25,0,74180,3500,0
18619,30000,2,2,2,26,2,22364,1753,1
18620,150000,2,2,2,26,0,153070,6000,0
18621,20000,2,1,2,26,-2,1000,8930,0
18622,270000,2,1,2,26,1,0,0,0
18623,50000,2,2,2,27,2,41126,2100,1
18624,380000,2,2,2,27,0,118624,3700,0
18625,60000,2,1,2,28,0,23518,2700,0
18626,50000,2,3,2,26,1,31336,1800,1
18627,120000,2,2,1,26,-1,9267,29600,0
18628,260000,2,1,2,26,-1,1608,29447,0
18629,190000,2,2,2,26,1,51799,0,0
18630,50000,2,1,2,26,0,16785,1600,0
18631,80000,2,1,2,26,0,4301,0,0
18632,110000,2,2,2,26,-1,1687,400,1
18633,50000,2,2,2,26,0,28795,1500,0
18634,150000,2,1,2,27,-2,35688,14820,0
18635,50000,2,2,1,27,-1,780,0,1
18636,80000,2,2,2,25,0,83931,3500,0
18637,20000,2,1,2,24,0,22515,2000,0
18638,2.00E+05,2,2,2,24,0,225931,8271,0
18639,80000,2,1,2,25,-1,746,4830,0
18640,70000,2,2,2,25,0,33390,2000,1
18641,280000,2,1,2,26,0,189748,6300,0
18642,160000,2,3,2,26,0,2454,1083,0
18643,90000,2,2,2,26,0,86183,4100,0
18644,2.00E+05,2,1,2,27,-1,10603,0,0
18645,150000,2,1,2,28,1,0,382,0
18646,80000,2,2,2,27,0,78933,3400,0
18647,390000,2,1,2,28,0,249265,8903,0
18648,190000,2,2,1,28,0,4639,1100,0
18649,240000,2,1,2,28,-2,8451,1419,0
18650,2.00E+05,2,1,2,29,-1,5612,25004,0
18651,130000,2,2,1,29,-2,1451,1175,0
18652,1.00E+05,2,2,1,29,0,118008,5614,0
18653,190000,2,2,2,29,-1,4460,5537,0
18654,90000,2,1,2,29,0,84515,4200,0
18655,20000,2,3,1,27,0,6294,1500,1
18656,90000,2,2,2,26,1,50200,0,0
18657,90000,2,2,2,26,1,86335,4500,0
18658,80000,2,2,2,27,1,74250,4500,0
18659,40000,2,2,1,28,2,31131,3500,0
18660,50000,2,2,1,22,0,25561,2134,0
18661,150000,2,1,2,25,0,78823,3000,0
18662,2.00E+05,2,1,2,27,-2,0,127,0
18663,20000,2,2,1,27,0,15939,1500,0
18664,160000,2,1,2,27,0,27058,3173,0
18665,80000,2,2,2,28,0,79688,2800,0
18666,30000,2,2,2,22,0,28681,1850,0
18667,50000,2,1,2,23,-1,2332,0,0
18668,310000,2,2,1,25,0,191767,6612,0
18669,50000,2,2,2,26,0,8056,1500,1
18670,2.00E+05,2,2,2,26,-1,41906,18089,0
18671,20000,2,2,2,22,0,15499,1270,1
18672,30000,2,3,1,22,-2,0,0,0
18673,20000,2,1,2,23,-1,1174,1283,1
18674,50000,2,2,2,22,0,28544,1450,0
18675,230000,2,2,2,28,0,24867,4300,0
18676,130000,2,1,2,29,-1,430,430,0
18677,5.00E+05,2,1,2,29,-1,14217,20000,0
18678,2.00E+05,2,2,1,29,0,78201,4000,0
18679,110000,2,1,2,29,-2,7397,2000,0
18680,230000,2,1,1,30,1,6168,0,0
18681,80000,2,2,1,30,-1,36968,390,0
18682,20000,2,1,2,27,-1,4734,0,1
18683,120000,2,2,2,27,0,15234,1137,1
18684,2.00E+05,2,1,2,27,1,0,0,0
18685,70000,2,2,1,28,0,16030,1500,0
18686,230000,2,2,2,28,0,33057,1500,0
18687,60000,2,3,1,28,1,60718,2258,0
18688,60000,2,2,2,28,2,48322,4692,0
18689,360000,2,2,1,28,-2,9278,6213,1
18690,1.00E+05,2,2,2,25,0,62665,2300,0
18691,240000,2,1,2,25,1,0,587,0
18692,130000,2,1,2,25,2,1990,0,0
18693,130000,2,2,3,25,-1,3148,5,1
18694,50000,2,1,2,25,0,37014,1900,0
18695,150000,2,1,1,26,2,69716,5211,1
18696,3.00E+05,2,2,2,28,-2,0,0,1
18697,2.00E+05,2,1,2,28,-1,18134,18410,0
18698,320000,2,1,2,28,-2,4392,11700,0
18699,160000,2,2,2,27,1,0,0,0
18700,210000,2,1,2,26,0,186544,8102,0
18701,70000,2,1,2,25,0,37017,3900,1
18702,250000,2,2,2,25,0,25823,1500,0
18703,130000,2,1,2,27,0,58811,1500,0
18704,30000,2,1,2,27,0,10562,2500,0
18705,210000,2,1,2,27,0,161055,6000,0
18706,170000,2,2,2,27,2,173577,6500,1
18707,1.00E+05,2,3,1,28,2,30884,0,0
18708,50000,2,2,1,28,1,41468,0,0
18709,130000,2,1,2,27,0,49964,1000,0
18710,30000,2,2,2,26,0,27110,1455,1
18711,130000,2,2,2,30,0,148234,5200,0
18712,70000,2,1,2,26,0,46222,2500,0
18713,210000,2,1,2,26,0,23245,3487,0
18714,170000,2,1,2,25,0,70326,3100,0
18715,420000,2,1,2,28,0,7880,1010,0
18716,80000,2,2,1,26,0,42972,2000,0
18717,150000,2,2,2,26,-2,37636,27603,0
18718,2.00E+05,2,1,2,26,-1,73508,3100,0
18719,70000,2,2,2,26,2,42053,0,1
18720,90000,2,2,2,26,2,87606,7063,1
18721,130000,2,2,1,27,2,60032,0,0
18722,360000,2,2,2,28,-1,12393,3445,0
18723,260000,2,2,2,28,0,181121,7013,0
18724,160000,2,2,2,28,0,11832,1.00E+05,0
18725,20000,2,2,1,28,-1,1424,10094,0
18726,140000,2,3,1,28,2,96008,4500,1
18727,2.00E+05,2,2,2,29,-1,9283,0,0
18728,2.00E+05,2,2,1,29,0,46139,30000,0
18729,120000,2,2,2,28,0,120154,6010,0
18730,210000,2,2,2,29,0,52143,2500,0
18731,50000,2,2,1,23,0,37586,2000,1
18732,80000,2,1,2,23,1,80457,4350,1
18733,60000,2,2,2,23,-1,56250,2000,0
18734,50000,2,2,1,24,0,44159,5000,0
18735,50000,2,2,2,25,0,26509,1757,0
18736,70000,2,1,2,25,1,53742,0,0
18737,80000,2,2,2,25,1,50120,0,1
18738,50000,2,2,1,25,0,9587,1200,1
18739,30000,2,1,2,25,-1,5285,0,1
18740,3.00E+05,2,1,2,26,-2,0,0,0
18741,240000,2,2,2,26,-1,2335,2335,0
18742,140000,2,4,2,26,0,75000,0,0
18743,30000,2,1,2,27,0,25552,1800,0
18744,70000,2,2,1,29,0,11502,2000,0
18745,220000,2,2,2,29,0,217345,4030,0
18746,230000,2,2,2,29,0,33511,2000,0
18747,20000,2,2,1,29,0,13958,1600,0
18748,130000,2,2,2,25,1,11446,1600,0
18749,60000,2,2,2,26,2,60455,3200,1
18750,2.00E+05,2,2,2,26,0,22737,3000,0
18751,310000,2,2,2,26,0,11566,3010,0
18752,240000,2,2,2,26,0,210437,9016,0
18753,2.00E+05,2,1,2,26,-1,2318,7478,0
18754,440000,2,2,2,27,0,197019,6040,0
18755,180000,2,2,2,27,0,16996,1249,0
18756,3.00E+05,2,1,2,29,-2,25370,21250,0
18757,160000,2,2,2,30,0,17357,2250,0
18758,160000,2,1,2,30,1,151270,6000,0
18759,230000,2,2,2,30,-1,1855,0,0
18760,160000,2,1,1,30,2,74286,2700,1
18761,2.00E+05,2,1,2,28,-1,38783,26286,0
18762,240000,2,2,2,29,0,66473,8000,0
18763,420000,2,1,2,29,0,52898,3000,0
18764,210000,2,1,2,30,-1,390,390,0
18765,220000,2,1,2,28,0,157215,6502,0
18766,2.00E+05,2,1,1,28,-1,1878,576,0
18767,230000,2,2,2,28,1,0,0,0
18768,250000,2,1,2,28,0,3731,1000,0
18769,80000,2,2,1,28,0,58784,1970,0
18770,80000,2,2,1,26,0,26158,1623,0
18771,50000,2,3,1,26,-1,6064,0,1
18772,20000,2,2,2,26,-1,767,376,1
18773,60000,2,2,1,27,0,54900,1971,1
18774,50000,2,2,2,27,2,19410,3000,1
18775,310000,2,1,2,28,0,8193,43003,0
18776,140000,2,1,2,29,0,58971,7062,0
18777,220000,2,1,2,27,0,67028,5332,0
18778,130000,2,2,2,27,1,0,0,0
18779,3.00E+05,2,1,2,29,-1,3438,28,0
18780,140000,2,3,2,28,-1,800,7937,0
18781,4.00E+05,2,1,2,29,-1,1158,95,0
18782,2.00E+05,2,1,1,30,1,38398,0,0
18783,150000,2,1,2,29,-1,3305,0,0
18784,420000,2,1,2,27,0,41354,7004,0
18785,230000,2,2,2,26,-1,18612,90523,0
18786,210000,2,1,2,27,0,16186,1300,0
18787,120000,2,1,2,27,-1,22225,1118,0
18788,50000,2,1,2,28,0,36917,2100,0
18789,2.00E+05,2,2,2,28,0,59373,6002,0
18790,180000,2,2,2,28,0,8689,3000,0
18791,30000,2,2,1,28,0,25344,2000,0
18792,110000,2,2,2,29,2,113394,5314,1
18793,50000,2,2,1,29,0,82843,4000,0
18794,120000,2,2,2,29,1,103944,0,0
18795,230000,2,1,2,29,0,33988,2500,0
18796,80000,2,2,1,29,-2,2801,0,1
18797,320000,2,2,2,29,-2,2391,1561,0
18798,50000,2,3,1,29,0,46375,1876,0
18799,110000,2,2,1,29,0,104163,3400,0
18800,150000,2,1,2,25,1,0,0,0
18801,30000,2,1,2,26,-1,2089,780,0
18802,80000,2,2,2,26,0,35220,4000,0
18803,150000,2,2,2,26,0,83446,3500,0
18804,270000,2,1,2,26,0,134235,6000,0
18805,160000,2,1,2,26,0,118204,6000,0
18806,150000,2,1,2,29,0,3737,1000,0
18807,170000,2,3,2,31,1,0,0,0
18808,70000,2,2,1,31,0,72286,2600,0
18809,210000,2,1,2,31,0,10968,2000,0
18810,50000,2,1,2,30,0,31205,2000,0
18811,70000,2,1,2,27,-1,6851,0,0
18812,180000,2,1,2,28,1,0,652,0
18813,260000,2,2,2,27,-1,208,208,1
18814,50000,2,2,1,27,0,45632,1837,0
18815,140000,2,1,2,27,0,142027,7000,0
18816,1.00E+05,2,2,1,30,0,100963,3700,1
18817,420000,2,2,2,29,0,82235,3000,0
18818,3.00E+05,2,2,2,30,1,1943,107000,0
18819,30000,2,2,2,25,0,28494,1750,1
18820,150000,2,4,1,26,1,0,0,0
18821,180000,2,2,1,26,0,182026,4500,0
18822,330000,2,1,2,26,2,179887,5289,1
18823,360000,2,2,2,26,-1,1968,463,0
18824,210000,2,2,2,27,-2,542,22366,1
18825,90000,2,1,2,27,0,83840,3200,0
18826,250000,2,2,1,28,2,28245,2000,1
18827,80000,2,3,2,24,1,12098,0,0
18828,290000,2,1,2,27,0,109746,4000,0
18829,280000,2,1,2,29,0,149312,5500,0
18830,340000,2,1,1,29,-1,11806,10000,0
18831,120000,2,1,2,29,0,111625,4012,0
18832,110000,2,3,2,31,0,4061,1205,0
18833,30000,2,2,2,22,0,20439,1595,0
18834,70000,2,2,2,24,0,34201,1800,0
18835,20000,2,3,1,24,-1,4983,0,0
18836,80000,2,2,2,25,0,45109,2100,0
18837,120000,2,2,1,25,2,17488,3000,1
18838,5.00E+05,2,1,2,26,0,32637,15943,0
18839,320000,2,2,2,27,0,180137,17100,0
18840,150000,2,1,2,27,-1,346,21379,0
18841,190000,2,2,2,27,2,3902,1000,1
18842,130000,2,2,1,29,1,0,0,0
18843,70000,2,2,1,34,0,50488,2200,0
18844,350000,2,1,2,30,-2,856,187,0
18845,210000,2,1,2,27,0,18430,2000,1
18846,120000,2,2,1,27,0,85492,3500,1
18847,130000,2,2,1,28,0,123943,6500,0
18848,170000,2,2,2,27,0,43839,2400,0
18849,1.00E+05,2,3,1,30,1,-602,0,0
18850,2.00E+05,2,1,2,28,0,140407,8031,0
18851,270000,2,1,2,28,-1,15167,845,0
18852,30000,2,2,1,30,1,28534,0,1
18853,160000,2,2,2,24,0,37030,4060,0
18854,80000,2,3,1,26,0,69589,5000,0
18855,310000,2,1,2,26,0,27283,1459,0
18856,20000,2,1,2,23,0,14302,2000,0
18857,80000,2,1,2,27,0,52652,2000,1
18858,180000,2,1,2,28,-1,390,1345,0
18859,80000,2,1,2,29,0,64440,3000,0
18860,140000,2,2,2,28,0,129925,6200,0
18861,150000,2,5,2,26,0,117209,3700,0
18862,1.00E+05,2,2,2,27,0,21043,4000,0
18863,50000,2,1,2,27,1,0,45000,1
18864,2.00E+05,2,1,2,28,0,106519,4000,0
18865,130000,2,2,1,28,2,98606,4500,0
18866,150000,2,1,1,29,2,6241,0,0
18867,170000,2,2,1,30,0,165327,7400,0
18868,180000,2,2,2,28,8,197231,0,1
18869,320000,2,2,2,28,1,23595,2000,1
18870,50000,2,1,2,28,-1,4917,0,0
18871,50000,2,2,2,27,0,20762,2000,0
18872,80000,2,3,1,27,0,18094,1034,0
18873,1.00E+05,2,1,2,27,1,-6,2000,0
18874,80000,2,2,2,23,0,50456,1432,0
18875,120000,2,1,2,26,1,3730,1500,0
18876,230000,2,1,2,31,-2,49279,4674,0
18877,60000,2,2,1,31,-1,44912,144047,1
18878,220000,2,1,2,30,0,45346,1947,0
18879,80000,2,2,2,30,0,70540,2485,0
18880,3.00E+05,2,1,2,28,1,0,0,0
18881,4.00E+05,2,1,2,30,-2,2912,2668,0
18882,50000,2,2,2,31,0,51036,1762,0
18883,2.00E+05,2,1,2,30,-1,4800,2040,0
18884,120000,2,1,2,32,1,0,0,0
18885,360000,2,1,1,31,0,15121,5006,0
18886,220000,2,2,2,30,0,32357,2000,0
18887,280000,2,2,1,31,0,139998,6084,0
18888,5.00E+05,2,2,2,31,-2,-9,0,0
18889,240000,2,3,2,31,0,167686,3977,0
18890,310000,2,2,1,30,0,296942,12401,0
18891,2.00E+05,2,1,2,28,1,205683,0,1
18892,260000,2,2,2,28,-1,75841,3008,0
18893,2.00E+05,2,2,2,28,1,171468,0,1
18894,180000,2,1,2,27,-2,0,0,0
18895,270000,2,2,1,27,0,24769,4000,0
18896,30000,2,2,2,28,-1,6731,0,0
18897,180000,2,2,2,28,-1,300,500,0
18898,340000,2,2,1,29,0,36533,3000,0
18899,140000,2,5,2,28,0,108018,1000,1
18900,180000,2,1,2,28,1,5930,0,1
18901,150000,2,2,2,27,0,89302,4200,0
18902,110000,2,1,2,27,0,112938,6000,0
18903,50000,2,2,1,28,-1,1019,1672,0
18904,140000,2,1,2,28,-1,7588,17015,0
18905,360000,2,1,2,28,-1,9626,15023,0
18906,280000,2,2,2,29,-2,99,0,0
18907,310000,2,1,2,28,0,37085,3817,0
18908,290000,2,2,1,28,0,24257,2026,0
18909,210000,2,1,2,28,-1,5850,4388,0
18910,210000,2,1,1,29,-1,742,742,0
18911,110000,2,2,2,29,3,600,0,1
18912,50000,2,1,2,28,0,48211,1971,0
18913,280000,2,1,2,28,-1,269,4166,0
18914,50000,2,2,2,28,1,45472,3500,1
18915,120000,2,2,1,28,1,60188,0,1
18916,80000,2,2,1,28,1,0,146,0
18917,50000,2,1,2,29,0,17250,8560,0
18918,60000,2,2,2,28,2,4114,2000,1
18919,190000,2,1,2,28,2,155335,8000,1
18920,150000,2,1,2,28,2,65809,1498,1
18921,170000,2,1,2,28,0,2300,0,0
18922,150000,2,2,2,28,0,62122,2000,0
18923,390000,2,1,2,28,0,202248,10000,0
18924,70000,2,2,2,29,0,20244,50005,0
18925,120000,2,2,2,29,0,61470,3000,0
18926,30000,2,2,1,29,2,26799,5000,0
18927,2.00E+05,2,2,1,26,0,98822,4300,0
18928,3.00E+05,2,2,2,28,2,272399,11232,1
18929,90000,2,1,2,29,2,7052,2605,1
18930,2.00E+05,2,1,1,30,-2,4833,6370,0
18931,210000,2,1,2,31,-1,326,326,0
18932,230000,2,2,2,31,0,4908,0,0
18933,2.00E+05,2,1,2,31,1,4035,4210,0
18934,420000,2,2,1,32,0,89863,1782,0
18935,60000,2,3,1,28,1,32578,3000,0
18936,50000,2,2,1,34,0,42050,10000,0
18937,60000,2,2,1,28,1,61474,0,0
18938,210000,2,1,2,28,-1,2568,52720,0
18939,50000,2,2,1,28,0,43648,3000,0
18940,390000,2,3,1,28,0,129002,5000,1
18941,150000,2,1,2,28,1,-89,13983,0
18942,2.00E+05,2,2,2,30,0,38616,3040,0
18943,150000,2,1,1,31,-1,12420,0,0
18944,470000,2,2,2,30,0,216031,7513,0
18945,2.00E+05,2,1,1,30,0,18660,27010,0
18946,160000,2,1,2,31,-1,214,0,0
18947,220000,2,2,2,30,1,5627,0,1
18948,290000,2,2,1,32,1,146853,1503,0
18949,50000,2,3,0,32,-1,326,652,0
18950,290000,2,2,1,32,0,76383,3400,0
18951,30000,2,2,2,23,1,33181,0,1
18952,40000,2,3,1,23,2,8244,0,1
18953,70000,2,1,2,26,0,64471,2281,0
18954,1.00E+05,2,2,2,23,0,82323,1000,0
18955,20000,2,1,2,23,0,16178,1300,0
18956,50000,2,2,2,23,0,51002,1983,1
18957,130000,2,5,2,39,-1,264,264,0
18958,140000,2,2,1,28,2,115019,4000,1
18959,230000,2,1,1,30,0,37719,3025,0
18960,3.00E+05,2,2,2,30,-1,8805,2186,0
18961,2.00E+05,2,1,2,29,-2,-792,0,1
18962,1.00E+05,2,1,2,29,1,63542,5000,0
18963,1.00E+05,2,2,2,30,0,92683,3324,0
18964,80000,2,2,2,29,-1,1443,1443,1
18965,170000,2,2,2,29,0,51401,2100,0
18966,420000,2,1,2,29,-2,392,400,0
18967,70000,2,1,2,29,0,17154,2000,0
18968,480000,2,2,2,30,0,470400,0,1
18969,250000,2,5,1,27,0,127786,3729,0
18970,180000,2,1,2,28,0,230740,1500,0
18971,240000,2,1,2,28,-1,8590,6398,0
18972,210000,2,1,2,28,0,9918,6942,0
18973,1.00E+05,2,1,2,28,3,49961,0,0
18974,50000,2,1,2,28,0,48940,2059,0
18975,3.00E+05,2,1,2,28,0,28989,1291,0
18976,70000,2,1,2,28,0,21777,2000,0
18977,490000,2,1,2,29,0,20984,2000,0
18978,170000,2,1,2,29,0,37350,2000,0
18979,1.00E+05,2,1,2,29,0,51650,2500,0
18980,2.00E+05,2,2,2,32,-1,2261,298,0
18981,80000,2,2,2,32,-2,3459,3789,0
18982,220000,2,2,2,32,0,150393,2349,0
18983,3.00E+05,2,3,2,33,-2,0,0,1
18984,120000,2,2,1,33,0,90575,3204,0
18985,240000,2,2,2,30,0,226315,9100,0
18986,2.00E+05,2,1,2,30,0,96152,8000,0
18987,40000,2,2,1,30,0,39940,2000,0
18988,2.00E+05,2,1,2,30,0,195128,13600,0
18989,1.00E+05,2,1,2,30,3,95890,2000,0
18990,50000,2,2,1,31,0,48509,3310,0
18991,40000,2,2,1,32,0,40368,1603,0
18992,70000,2,2,1,32,2,68321,6600,0
18993,210000,2,1,2,31,-2,191,376,0
18994,30000,2,2,2,28,0,25150,3000,0
18995,1.00E+05,2,1,2,30,0,91844,3200,0
18996,20000,2,2,1,30,0,16754,1291,0
18997,4.00E+05,2,2,1,36,0,20818,1878,0
18998,330000,2,2,1,28,0,221793,10000,0
18999,240000,2,2,2,30,-1,4684,18432,1
19000,70000,2,1,2,29,0,71237,6577,1
19001,240000,2,1,2,29,-1,358,176,0
19002,2.00E+05,2,1,1,27,1,-896,7052,0
19003,1.00E+05,2,1,2,27,-2,904,3710,0
19004,180000,2,1,2,29,0,44109,8000,0
19005,360000,2,2,2,30,0,82195,20500,0
19006,130000,2,2,2,29,0,113203,4200,0
19007,120000,2,2,2,30,-2,2680,14770,0
19008,230000,2,1,2,30,-2,0,0,0
19009,340000,2,5,2,30,0,47001,2000,0
19010,320000,2,1,2,29,0,198441,10000,0
19011,330000,2,3,2,29,0,311577,13110,0
19012,80000,2,3,2,30,2,4794,1074,1
19013,150000,2,1,1,30,-1,4083,3537,0
19014,160000,2,3,1,31,-2,207,565,1
19015,50000,2,3,1,37,0,39804,1964,0
19016,3.00E+05,2,4,1,48,-2,0,0,0
19017,190000,2,2,1,36,0,185788,7483,0
19018,50000,2,2,2,27,0,25870,1325,0
19019,90000,2,1,2,28,-1,866,148,0
19020,210000,2,1,2,28,-1,85672,6009,0
19021,240000,2,1,2,28,0,246310,10500,0
19022,60000,2,2,1,34,2,40511,4200,1
19023,440000,2,2,2,35,-1,3091,1150,0
19024,30000,2,2,1,42,2,28485,0,1
19025,230000,2,2,2,26,0,23758,0,0
19026,440000,2,2,2,28,1,209176,11000,1
19027,80000,2,2,1,29,0,63899,2500,1
19028,30000,2,2,1,30,0,29265,2000,0
19029,250000,2,2,2,35,0,238855,8517,0
19030,30000,2,1,1,45,2,26155,1482,1
19031,50000,2,3,3,49,0,49402,1800,0
19032,50000,2,2,2,34,0,47303,2807,0
19033,30000,2,2,2,34,1,26330,0,0
19034,30000,2,2,1,45,0,30788,1759,1
19035,5.00E+05,2,2,1,42,0,149838,0,0
19036,50000,2,2,1,41,1,24540,1500,1
19037,50000,2,2,1,36,0,49872,1600,0
19038,50000,2,1,2,22,0,2416,0,0
19039,90000,2,2,2,26,0,45069,2000,0
19040,30000,2,1,2,26,1,13890,2000,1
19041,150000,2,3,1,43,0,125403,5018,0
19042,50000,2,2,1,23,0,14465,50295,0
19043,70000,2,2,2,23,2,14871,2850,1
19044,80000,2,2,2,23,0,68850,0,0
19045,280000,2,1,2,29,-2,-11,0,0
19046,90000,2,2,1,30,0,6480,1106,0
19047,330000,2,1,1,39,0,94384,4000,0
19048,190000,2,2,1,46,0,80903,5000,0
19049,210000,2,1,1,40,0,47109,2000,0
19050,1.00E+05,2,1,1,30,3,98094,6000,1
19051,20000,2,2,2,30,3,20226,0,1
19052,260000,2,1,1,31,-1,555,8078,0
19053,20000,2,2,1,26,1,15803,0,1
19054,80000,2,3,1,37,0,77480,3000,1
19055,50000,2,2,1,42,0,30640,1746,0
19056,70000,2,3,1,35,2,50834,2460,1
19057,30000,2,2,1,38,0,26664,3582,0
19058,1.00E+05,2,1,2,25,1,97271,0,1
19059,50000,2,1,2,25,0,50673,2500,0
19060,80000,2,2,1,27,2,63711,2907,1
19061,50000,2,2,1,27,0,7439,1028,1
19062,150000,2,5,1,28,0,152105,6300,0
19063,140000,2,1,2,29,0,130261,3474,0
19064,70000,2,1,1,31,0,63820,5000,0
19065,30000,2,2,1,31,1,28933,1949,0
19066,80000,2,2,1,32,2,70381,0,1
19067,40000,2,2,1,41,0,21960,1176,0
19068,1.00E+05,2,2,1,37,0,34572,1849,0
19069,50000,2,2,1,40,0,48050,2000,0
19070,30000,2,3,1,35,2,26088,1800,1
19071,120000,2,1,1,35,0,9756,2519,0
19072,260000,2,3,1,39,0,152735,6627,0
19073,90000,2,2,1,35,0,21093,1256,0
19074,30000,2,2,1,33,0,4101,172,0
19075,260000,2,1,1,37,0,174971,10000,0
19076,170000,2,1,1,39,1,161105,0,0
19077,150000,2,2,1,36,0,137664,5500,0
19078,90000,2,3,1,40,1,40467,2000,0
19079,50000,2,3,2,45,0,3740,1100,0
19080,70000,2,1,2,29,0,66867,3020,0
19081,210000,2,1,2,29,0,217220,7700,0
19082,450000,2,1,2,31,-2,0,0,0
19083,70000,2,3,1,32,0,14180,3000,1
19084,70000,2,3,2,32,2,23741,4000,1
19085,3.00E+05,2,3,2,34,-1,2344,8000,0
19086,70000,2,1,1,29,0,68494,3200,0
19087,180000,2,2,1,37,0,88275,2800,0
19088,50000,2,3,1,29,2,59077,0,1
19089,20000,2,2,2,27,-1,20556,8,0
19090,260000,2,1,2,31,0,229398,8720,0
19091,70000,2,3,1,34,0,5219,3092,0
19092,50000,2,2,3,31,2,39193,4600,1
19093,150000,2,2,1,34,0,146661,6800,0
19094,150000,2,3,1,45,0,47372,2000,0
19095,20000,2,2,1,37,0,19326,1263,0
19096,60000,2,2,2,45,0,57711,2500,0
19097,50000,2,2,1,30,0,40596,2000,0
19098,50000,2,1,2,25,0,26240,1500,0
19099,80000,2,1,1,27,3,71965,0,1
19100,140000,2,1,2,27,0,10064,2000,0
19101,20000,2,3,2,28,1,6616,0,1
19102,10000,2,2,1,49,2,2240,1057,1
19103,120000,2,2,1,45,0,11547,5000,0
19104,50000,2,2,1,40,1,36291,0,1
19105,30000,2,2,1,39,2,11436,1500,1
19106,210000,2,2,1,49,2,114273,6000,1
19107,150000,2,1,2,27,-2,0,0,1
19108,180000,2,3,1,28,0,113125,1923,0
19109,590000,2,2,1,29,-2,0,0,1
19110,260000,2,1,1,30,0,25661,5000,0
19111,90000,2,3,1,35,0,13865,2054,0
19112,110000,2,2,1,28,0,20186,1300,0
19113,140000,2,1,2,28,0,1756,2209,0
19114,210000,2,1,2,30,-1,7631,5583,0
19115,80000,2,2,1,31,-2,0,0,0
19116,30000,2,3,1,36,1,8910,22,0
19117,120000,2,3,1,28,0,93623,3440,0
19118,20000,2,3,1,44,0,7661,1457,0
19119,80000,2,3,2,42,0,50320,1784,0
19120,110000,2,2,2,35,0,22514,1378,0
19121,240000,2,2,1,34,0,77126,5005,0
19122,1.00E+05,2,2,1,49,0,5532,5325,0
19123,2.00E+05,2,2,2,32,0,150204,5479,0
19124,450000,2,1,2,32,-2,1249,142,0
19125,150000,2,2,2,32,0,49760,2538,0
19126,120000,2,2,1,39,-1,11277,0,0
19127,70000,2,2,2,26,2,66087,3120,1
19128,190000,2,1,2,31,0,132946,6000,0
19129,50000,2,3,1,45,0,49212,1611,0
19130,60000,2,3,1,44,1,39466,0,0
19131,90000,2,1,2,30,2,15979,2000,1
19132,3.00E+05,2,2,1,33,0,62951,4007,0
19133,210000,2,3,1,32,0,1406,0,0
19134,50000,2,2,1,34,2,46843,4310,0
19135,350000,2,1,1,34,-1,37129,75000,0
19136,30000,2,2,1,34,0,26253,1444,0
19137,280000,2,3,1,34,1,0,0,0
19138,380000,2,3,1,35,0,18341,2000,0
19139,360000,2,2,2,34,-2,724,1232,0
19140,260000,2,2,1,37,1,5917,0,0
19141,160000,2,2,1,37,0,27720,5000,0
19142,250000,2,3,1,43,-2,8443,13829,0
19143,320000,2,1,2,27,-1,19950,5000,0
19144,140000,2,2,2,31,0,137326,6400,0
19145,80000,2,3,1,32,0,58091,2700,0
19146,1.00E+05,2,1,1,40,2,63422,3000,1
19147,210000,2,5,1,41,-2,1662,13934,0
19148,2.00E+05,2,3,2,29,-1,5555,7485,0
19149,110000,2,3,1,37,0,104691,5000,0
19150,70000,2,1,1,36,1,18514,2000,1
19151,240000,2,2,1,46,0,233438,11250,0
19152,80000,2,2,1,38,0,70613,2006,0
19153,150000,2,3,2,47,0,132093,5000,0
19154,50000,2,2,2,42,0,46566,2000,0
19155,230000,2,2,1,37,0,53327,1973,0
19156,290000,2,1,1,43,-1,1457,1808,0
19157,350000,2,1,2,36,-2,3272,7008,0
19158,1.00E+05,2,3,2,39,0,86453,5000,0
19159,50000,2,3,1,46,0,48796,2000,0
19160,360000,2,2,1,43,-2,0,0,0
19161,210000,2,2,2,38,-1,1026,3751,0
19162,5.00E+05,2,2,1,39,-2,1948,599,0
19163,290000,2,2,1,47,0,244377,10000,0
19164,350000,2,3,1,36,0,255751,33010,0
19165,190000,2,2,1,33,-2,2125,3411,0
19166,180000,2,1,2,34,0,108016,150000,0
19167,110000,2,2,1,35,0,6137,1053,1
19168,2.00E+05,2,3,2,33,1,51979,0,1
19169,210000,2,2,1,40,-1,10240,0,0
19170,1.00E+05,2,3,1,36,-1,476,476,0
